arxiv_id,entrypoint,documentclass,docclass_params,pdflatex,lualatex,xelatex,xe<>pdf,xe<>lua
2306.00268,spectral-gap-1d-classification.tex,article,"[a4paper,10pt]",0.0,0.0,0.0,False,False
2306.00053,geo_AssocProd.tex,SciPost,"[submission, Phys]",12.0,12.0,12.0,False,False
2306.01949,Distruption_Petersen.tex,revtex4,"[onecolumn, amsmath, amssymb, superscriptaddress]",0.0,0.0,12.0,False,False
2306.02394,RB_Fix_P.tex,revtex4,"[superscriptaddress,amsmath, nofootinbib]",0.0,12.0,12.0,False,False
2306.01511,LEWD_paper.tex,article,"[12pt,onepage,oneside]",0.0,12.0,12.0,False,False
2306.00408,Pursuing_Equilibrium_of_Medical_Resources_via_Data_Empowerment_in_Parallel_Healthcare_System.tex,IEEEtran,[conference],12.0,12.0,12.0,False,False
2306.01378,ridesharing.tex,comsoc2023,,0.0,0.0,0.0,False,False
2306.00054,Perspective_noncommQs.tex,revtex4-2,"[notitlepage,superscriptaddress,nofootinbib,tightenlines,preprintnumbers,twocolumn]",12.0,12.0,12.0,False,False
2306.00266,IterativeMatchingRandomGraphs.tex,article,[11pt],0.0,12.0,0.0,False,False
2306.00008,brainformer.tex,article,[nohyperref],0.0,12.0,0.0,False,False
2306.00661,2306.00661,amsart,[12pt],0.0,12.0,0.0,False,False
2306.02136,acl2021.tex,article,"[11pt,a4paper]",0.0,0.0,0.0,False,False
2306.00453,main.tex,article,,0.0,0.0,0.0,False,False
2306.00205,main.tex,elsarticle,"[preprint,12pt]",0.0,0.0,0.0,False,False
2306.01740,main.tex,elsarticle,"[authoryear,preprint,12pt]",0.0,0.0,0.0,False,False
2306.00030,2306.00030,iopart,[12pt],12.0,12.0,12.0,False,False
2306.02303,main.tex,article,[11pt],0.0,0.0,0.0,False,False
2306.00454,draft_v7.tex,article,[12pt],0.0,0.0,0.0,False,False
2306.03822,main.tex,article,,0.0,0.0,0.0,False,False
2306.00039,Sensing_and_control_scheme_for_the_inteferometer_configuration_with_an_L-shaped_resonator.tex,jpconf,[a4paper],12.0,12.0,12.0,False,False
2306.01544,Endo_groups_Jun_2023_submission.tex,article,"[12pt,english]",12.0,12.0,12.0,False,False
2306.00234,main.tex,IEEEtran,"[letterpaper,10pt,conference]",0.0,0.0,0.0,False,False
2306.00006,neurips_arxiv.tex,article,,0.0,0.0,0.0,False,False
2306.00001,conference_101719.tex,IEEEtran,[conference],0.0,0.0,0.0,False,False
2306.01127,main.tex,amsart,,0.0,12.0,0.0,False,False
2306.03442,laplace_temperature.tex,article,"[a4paper,twocolumn,twoside,fleqn,10pt]",0.0,0.0,0.0,False,False
2306.00055,submission.tex,article,"[a4paper,11pt]",12.0,12.0,12.0,False,False
2306.00431,main.tex,lipics-v2021,"[a4paper,USenglish]",0.0,0.0,0.0,False,False
2306.00293,main.tex,achemso,"[journal=mamobx, manuscript=article]",0.0,12.0,12.0,False,False
2306.03416,main_document.tex,cas-sc,"[a4paper,fleqn]",12.0,12.0,12.0,False,False
2306.01510,2306.01510,amsart,"[a4paper,10pt,leqno]",0.0,12.0,0.0,False,False
2306.00436,manuscript.tex,revtex4-2,"[twocolumn,english]",0.0,12.0,12.0,False,False
2306.00052,main.tex,article,"[12pt, a4paper]",12.0,12.0,12.0,False,False
2306.00260,example_npi.tex,amsart,,0.0,12.0,12.0,False,False
2306.04430,main.tex,article,,0.0,0.0,0.0,False,False
2306.00064,Draft.tex,revtex4-2,"[%reprint,amsmath,amssymb,aps,]",0.0,0.0,0.0,False,False
2306.00269,Best_L0_L1_Linf.tex,article,[11pt],0.0,0.0,0.0,False,False
2306.00063,2306.00063,amsart}%article,"[11pt,a4paper,reqno]",0.0,12.0,0.0,False,False
2306.01713,main.tex,revtex4-2,"[%reprint,amsmath,amssymb,prd,]",0.0,0.0,12.0,False,False
2306.03059,combined.tex,revtex4-2,"[%reprint,amsmath,amssymb,aps,]",0.0,0.0,0.0,False,False
2306.00041,conference_101719.tex,IEEEtran,[conference],0.0,0.0,0.0,False,False
2306.05701,main.tex,acmart,"[acmsmall, authorversion=true, nonacm=true]",0.0,0.0,0.0,False,False
2306.00425,2306.00425,article,,0.0,0.0,0.0,False,False
2306.00287,alpOri.tex,mnras,"[fleqn,usenatbib]",0.0,0.0,0.0,False,False
2306.00845,sample-sigconf.tex,acmart,[sigconf],0.0,0.0,0.0,False,False
2306.00422,article.tex,revtex4-1,"[%aip,amsmath,amssymb,reprint,%]",0.0,0.0,0.0,False,False
2306.00274,heterogeneous.tex,article,"[11pt, reqno]",0.0,0.0,0.0,False,False
2306.06728,mm_submission.tex,article,,12.0,12.0,0.0,False,False
2306.02185,MESO-Revised.tex,nature,,12.0,0.0,0.0,False,False
2306.00084,mock_observations.tex,mnras,"[fleqn,usenatbib]",12.0,12.0,12.0,False,False
2306.13655,vissani.tex,article,"[11pt, oneside]",0.0,0.0,0.0,False,False
2306.00070,main.tex,article,"[letterpaper,11pt]",0.0,0.0,0.0,False,False
2306.00048,2306.00048,revtex4-2,"[pra,longbibliography,twocolumn,showpacs,nofootinbib,superscriptaddress,notitlepage]",0.0,12.0,0.0,False,False
2306.00880,Text.2022.11.26.English.tex,,,12.0,12.0,12.0,False,False
2306.00621,main.tex,article,[11pt],0.0,0.0,0.0,False,False
2306.00675,02.tex,IEEEtran,"[journal, 10pt]",12.0,12.0,12.0,False,False
2306.00681,Green_SR_arxive.tex,IEEEtran,"[10pt,conference,letterpaper]",0.0,0.0,0.0,False,False
2306.00478,2306.00478,article,[12pt],0.0,0.0,0.0,False,False
2306.01308,Bydzovsky_Structure_v3-arxiv.tex,revtex4,"[prc,twocolumn,showpacs,preprintnumbers,amsmath,amssymb]",0.0,0.0,0.0,False,False
2306.10048,Main.tex,acmart,"[acmsmall,screen]",0.0,0.0,0.0,False,False
2306.00818,main.tex,article,"[a4paper,11pt]",0.0,0.0,0.0,False,False
2306.02773,2306.02773,scrartcl,"[letterpaper,DIV=11,numbers=noendperiod]",0.0,0.0,0.0,False,False
2306.00216,2306.00216,amsart,,0.0,0.0,0.0,False,False
2306.01592,2306.01592,article,[12pt],0.0,0.0,0.0,False,True
2306.00229,main.tex,acmart,"[sigplan,nonacm,9pt]",12.0,12.0,12.0,False,False
2306.00471,IGSW.tex,amsart,"[11pt, reqno]",,,,False,False
2306.01791,sn-article.tex,sn-jnl,[sn-mathphys],0.0,0.0,12.0,False,False
2306.01133,2306.01133,amsart,"[a4paper,12pt]",0.0,12.0,12.0,False,False
2306.00218,Arnold_Gubbala_Takatori_PRL_2023.tex,revtex4-1,"[%reprint,amsmath,amssymb,aps,]",0.0,0.0,0.0,False,False
2306.08486,article.tex,GonnellaLab-StyleArXiv,[times],0.0,12.0,12.0,False,False
2306.00049,main.tex,mnras,"[fleqn,usenatbib]",0.0,0.0,0.0,False,False
2306.02148,PumpAndDump_03_arxiv.tex,elsarticle,"[12pt,3p,authoryear]",0.0,0.0,12.0,False,False
2306.00082,manuscript.tex,amsart,"[letterpaper,10pt,reqno]",0.0,0.0,0.0,False,False
2306.01534,Magnitude_v14.tex,article,[a4paper],12.0,12.0,12.0,False,False
2306.00244,preprint.tex,IEEEtran,"[journal,12pt,onecolumn,draftclsnofoot]",0.0,0.0,0.0,False,True
2306.00076,main.tex,mnras,"[fleqn,usenatbib,onecolumn]",0.0,0.0,0.0,False,False
2306.00886,buckets.tex,lipics-v2021,[a4paper],12.0,12.0,12.0,False,False
2306.03855,main.tex,acmart,[sigconf],0.0,0.0,0.0,False,False
2306.00415,root.tex,ieeecolor,"[journal,twoside,web]",0.0,0.0,0.0,False,False
2306.00085,Draft_surface_defects.tex,article,[11pt],12.0,12.0,12.0,False,False
2306.00844,conference_101719.tex,IEEEtran,[conference],0.0,0.0,0.0,False,False
2306.00078,main_v2.tex,revtex4-1,"[reprint,amsmath,amssymb,aps,pra,superscriptaddress, showpacs, eprint]",12.0,12.0,12.0,False,False
2306.00047,paper702.tex,llncs,[runningheads],0.0,0.0,0.0,False,False
2306.00275,Main.tex,IEEEtran,"[lettersize,journal]",12.0,12.0,12.0,False,False
2306.01353,CTScan_ShapleyPME.tex,elsarticle,"[preprint,svgnames,dvipsnames,authoryear]",12.0,12.0,12.0,False,False
2306.01965,main.tex,revtex4-2,"[aps, floatfix,prl,twocolumn,showpacs,superscriptaddress]",0.0,0.0,0.0,False,False
2306.00286,main.tex,IEEEtran,"[letterpaper, 10 pt, journal, twoside]",0.0,0.0,12.0,False,False
2306.01192,main.tex,elsarticle,"[preprint,5p,times,twocolumn]",0.0,0.0,0.0,False,False
2306.00484,2306.00484,amsart,"[a4paper,11pt]",0.0,0.0,0.0,False,False
2306.00226,main.tex,article,,0.0,0.0,0.0,False,False
2306.01569,arXiv-FPIM.tex,article,"[10pt,twocolumn]",0.0,0.0,0.0,False,False
2306.05939,integrationf.tex,revtex4-2,"[amsmath,amssymb,12pt,aps]",0.0,0.0,0.0,False,False
2306.01797,sdv-main.tex,llncs,[runningheads],0.0,0.0,0.0,False,False
2306.00221,main.tex,revtex4-2,"[prb,aps,amssymb,twocolumn,notitlepage]",12.0,12.0,12.0,False,False
2306.03696,main-arxiv.tex,revtex4-2,"[%reprint,superscriptaddress,showkeys,amsmath,amssymb,aps,pra,]",12.0,12.0,12.0,False,False
2306.00013,paper.tex,article,,0.0,0.0,0.0,False,False
2306.00025,paper.tex,acmart,[sigconf],12.0,12.0,12.0,False,False
2306.00819,Optica-template.tex,optica-article,,0.0,0.0,0.0,False,False
2306.08248,main.tex,revtex4-2,"[aps,prl,reprint,superscriptaddress]",0.0,0.0,0.0,False,False
2306.00441,MSE__for_arxiv_.tex,amsart,"[12pt,reqno, a4paper]",0.0,12.0,12.0,False,False
2306.16386,NA-Relaxation-C60-xcComp.tex,revtex4-1,"[pra,twocolumn,preprintnumbers,amsmath,amssymb,showpacs,superscriptaddress]",0.0,0.0,0.0,False,False
2306.08421,Behrens_Junike_COS_method_Laplace.tex,article,[12pt],12.0,12.0,12.0,False,False
2306.03237,2306.03237,revtex4-2,"[%reprint,amsmath,amssymb,aps,]",0.0,0.0,0.0,False,False
2306.00022,paper.tex,mnras,"[fleqn,usenatbib,useAMS]",0.0,0.0,0.0,False,False
2306.00210,neurips_2023.tex,article,,0.0,0.0,0.0,False,False
2306.00479,00-arxiv-v1.tex,acmart,"[sigconf=true, nonacm=true, review=false, anonymous = false]",0.0,0.0,0.0,False,False
2306.01799,example_paper.tex,article,[nohyperref],12.0,12.0,12.0,False,False
2306.00706,Bikulov_Zubarev_2023_English.tex,article,[12pt],0.0,0.0,0.0,False,False
2306.17583,the.tex,IEEEtran,[conference],0.0,0.0,0.0,False,False
2306.03987,main.tex,article,[a4paper],0.0,0.0,0.0,False,False
2306.07988,main.tex,elsarticle,"[preprint,12pt]",0.0,0.0,0.0,False,False
2306.00533,2306.00533,amsart,"[11pt,reqno]",0.0,0.0,0.0,False,False
2306.00365,main.tex,revtex4-2,"[aps,prl,twocolumn,superscriptaddress,showpacs,preprintnumbers,amsmath,amssymb]",0.0,0.0,0.0,False,False
2306.01085,NeutralSW.tex,elsarticle,"[final,3p,times]",,,,False,False
2306.00161,Equidistributions_CUP.tex,cup-journal,"[journal=small,manuscript=article-type,  % Use a - if you need a space e.g. ""research-article""year=2020,volume=37,]",0.0,0.0,0.0,False,False
2306.00159,2306.00159,article,"[a4paper, 12pt]",0.0,0.0,0.0,False,False
2306.01629,main.tex,revtex4,"[twocolumn,prl,aps,floats]",0.0,0.0,0.0,False,False
2306.00991,Celletti_Keplero_materia_oscura.tex,amsart,"[12pt,reqno]",0.0,0.0,0.0,False,False
2306.00166,main.tex,svjour3,"[twocolumn,epjc3]",12.0,12.0,12.0,False,False
2306.17541,ariadne-functioncalculus-arxiv-v1.tex,article,[a4paper],0.0,0.0,0.0,False,False
2306.02033,main.tex,revtex4-2,"[superscriptaddress,amsmath,amssymb,aps,prl,twocolumn,preprint, tightenlines]",0.0,0.0,0.0,False,False
2306.00569,main_arXiv.tex,revtex4-2,"[reprint,amsmath,amssymb,aps]",0.0,0.0,0.0,False,False
2306.00135,arxiv.tex,article,"[a4paper,11pt,fleqn]",12.0,12.0,12.0,False,False
2306.08367,main.tex,acmart,[sigconf],12.0,12.0,12.0,False,False
2306.01441,2306.01441,amsart,"[12pt, reqno]",0.0,0.0,0.0,False,False
2306.12056,rsc-article-pccp.tex,article,"[twoside,twocolumn,9pt]",0.0,0.0,0.0,False,False
2306.11627,versio__n2.tex,svjour3,[smallextended],0.0,12.0,12.0,False,False
2306.00103,acl2023.tex,article,[11pt],0.0,0.0,0.0,False,False
2306.00331,camera-ready-version.tex,INTERSPEECH2023,,12.0,12.0,12.0,False,False
2306.00900,master.tex,revtex4-1,"[reprint,showkeys,frontmatterverbose,amsmath,amssymb,aps,nolongbibliography,prl,]",0.0,0.0,0.0,False,False
2306.00558,2306.00558,amsart,"[nosumlimits,twoside]",12.0,12.0,12.0,False,False
2306.00104,ActiveLinearAlgebra.tex,llncs,[runningheads],0.0,0.0,0.0,False,False
2306.01842,133In_decay.tex,revtex4-1,"[aps, prl, twocolumn, superscriptaddress]",0.0,0.0,0.0,False,False
2306.00158,main.tex,aastex63,"[twocolumn,tighten]",0.0,0.0,0.0,False,False
2306.00193,main.tex,revtex4-1,"[twocolumn,secnumarabic,amssymb, nobibnotes, aps, prl, superscriptaddress]",0.0,0.0,0.0,False,False
2306.12200,manuscriptA.tex,elsarticle,"[preprint,1p,times]",0.0,0.0,0.0,False,False
2306.00167,main.tex,wiley-article,[num-refs],0.0,0.0,,False,False
2306.00160,main.tex,INTERSPEECH2023,,0.0,0.0,0.0,False,False
2306.00194,2306.00194,amsart,"[reqno,12pt]",0.0,12.0,0.0,False,False
2306.00156,XHDG_LinearCD_Void.tex,elsarticle,,12.0,12.0,12.0,False,False
2306.00397,Decompos_longest_elem.tex,amsart,"[a4paper,11pt,reqno]",0.0,0.0,0.0,False,False
2306.02434,Final_version.tex,IEEEapm,[],12.0,12.0,12.0,False,False
2306.00363,main.tex,revtex4-2,"[%reprint,superscriptaddress,aps,prb,amsmath,amssymb,]",0.0,0.0,0.0,False,False
2306.00337,oddParity.tex,revtex4-2,"[reprint,a4paper,australian,amsmath,amssymb,aps,prd,twocolumn,superscriptaddress,preprintnumbers]",0.0,0.0,0.0,False,False
2306.00308,tech-report.tex,article,[11pt],0.0,0.0,0.0,False,False
2306.04132,2306.04132,amsart,"[11pt,letterpaper]",0.0,12.0,0.0,False,False
2306.00762,main.tex,uai2023,[accepted],0.0,0.0,0.0,False,False
2306.15076,main.tex,acmart,[sigplan],0.0,0.0,0.0,False,False
2306.06698,BE_Study_April32023.tex,article,[12pt],12.0,12.0,12.0,False,False
2306.10503,main.tex,IEEEtran,"[10pt,journal,compsoc]",12.0,12.0,12.0,False,False
2306.05217,Reservoir_Controller.tex,revtex4-2,"[%aip,amsmath,amssymb,reprint,]",0.0,12.0,12.0,False,False
2306.00557,iclr_pl.tex,article,,0.0,0.0,0.0,False,False
2306.00133,main.tex,article,,0.0,0.0,0.0,False,False
