0
65.48
65.52
65.45
65.12
65.1
66.08
65.41
65.35
64.92
64.93
65.15
64.93
65.48
64.93
64.86
65.72
65.91
64.54
64.87
64.98
64.92
65.55
65.13
65.25
65.43
64.85
65.1
65.09
65.32
65.32
65.04
65.02
65.65
65.36
65.29
64.8
65.47
65.59
65.18
64.86
65.67
65.61
64.9
65.24
65.35
65.17
65.56
64.96
64.98
65.52
65.53
65.4
65.5
65.48
65.31
65.61
65.78
65.42
64.89
64.64
65.2
64.86
64.66
65.41
65.08
65.13
64.84
65.08
64.78
65.16
65.78
64.71
65.03
65.44
64.83
65.26
65.73
65.01
65.63
65.55
65.46
64.68
65.31
64.94
65.29
65.31
65.39
65.02
65.08
65.82
65.07
65.36
65.52
65.43
64.93
65.42
65.4
65.5
64.9
64.91
