arxiv_id,20_ret,docclass,20_time1,20_time2,21_ret,21_time1,21_time2,22_ret,22_time1,22_time2,23_ret,23_time1,23_time2,20<>21,21<>22,22<>23,20<>23
2306.04587,12,article,5.041152000427246,0.2717609405517578,0,16.462233543395996,0.1688563823699951,0,16.91301655769348,0.1163957118988037,0,11.189542293548584,0.1716606616973877,False,True,True,False
2306.00049,12,mnras,18.210252285003666,0.2703168392181396,0,78.94641423225403,0.1675243377685547,0,79.33288192749023,0.1682536602020263,0,75.94625210762024,0.1672821044921875,False,True,False,False
2306.11061,0,article,12.95380449295044,0.1187202930450439,0,12.688703060150146,0.1194679737091064,0,13.659832000732422,0.1157214641571044,0,10.424277067184448,0.1676640510559082,True,True,True,True
2306.02667,12,elsarticle,7.308634757995605,0.2215967178344726,12,7.602617502212524,7.958446502685547,12,8.896464109420776,0.1168932914733886,12,6.211815595626831,0.1667015552520752,False,False,True,True
2306.0007,12,article,6.246771812438965,0.2166118621826172,0,17.95935583114624,0.1688172817230224,0,22.8989577293396,0.1721138954162597,0,15.11127519607544,0.1666769981384277,False,True,True,False
2306.02708,0,amsart,15.986133813858032,0.1684069633483886,0,15.716073751449583,0.1700341701507568,12,21.43124485015869,0.2166390419006347,0,11.93194341659546,0.1671361923217773,False,True,True,False
2306.00489,0,INTERSPEECH2023,10.076996088027954,0.1671226024627685,0,9.719950199127195,0.1681253910064697,12,11.42743682861328,0.2180256843566894,0,7.123998165130615,0.1701817512512207,True,True,True,True
2306.00432,0,article,13.679041385650637,0.1712327003479004,0,9.428484678268433,0.1714105606079101,12,11.131803512573242,0.2181577682495117,0,6.556469202041626,0.217348575592041,True,True,True,True
2306.06241,12,elsarticle,27.675922632217407,0.1845378875732422,0,40.57025074958801,0.1170709133148193,0,47.86645722389221,0.1167941093444824,0,43.25733208656311,0.1694176197052002,False,True,True,False
2306.00182,0,amsart,29.807646989822388,0.1361558437347412,0,25.82565665245056,0.1674673557281494,12,25.86625576019287,0.2221651077270507,0,20.2552433013916,0.2186455726623535,False,True,True,False
2306.00389,12,article,5.645915269851685,0.2174470424652099,0,20.800549030303955,0.1718597412109375,0,21.295785188674927,0.1664822101593017,0,15.16458535194397,0.1781091690063476,False,True,True,False
2306.00125,0,article,16.033929109573364,0.1690053939819336,0,15.704718351364136,0.116708755493164,0,17.678578853607178,0.1695818901062011,0,10.72998547554016,0.1724908351898193,False,False,True,False
2306.00293,12,achemso,6.347966432571411,0.3092141151428222,0,18.53588104248047,0.1160852909088134,0,19.11629319190979,0.171126127243042,0,16.21225595474243,0.1338543891906738,False,False,True,False
2306.0021,12,article,6.007048845291138,0.2173178195953369,0,22.457375288009644,0.1741855144500732,0,23.61066460609436,0.1157634258270263,0,14.296953916549684,0.1726160049438476,False,True,True,False
2306.01661,0,revtex4-1,16.1607403755188,0.1161012649536132,0,15.263700246810911,0.1687264442443847,12,16.37438440322876,0.166400671005249,0,10.582508087158203,0.1673743724822998,True,True,True,True
2306.08345,12,acmart,10.588485956192017,0.2167646884918213,0,31.70697927474976,0.1670353412628173,0,32.15464949607849,0.1665990352630615,12,6.968783140182495,7.206497669219971,False,False,False,False
2306.00028,0,revtex4-2,11.490171909332275,0.1722815036773681,0,11.747024536132812,0.1686258316040039,12,12.196625709533691,0.2173337936401367,0,10.035566091537476,0.1669707298278808,True,True,True,True
2306.01534,0,article,9.767849206924438,0.1694147586822509,0,10.005512237548828,0.1674106121063232,12,15.047418594360352,0.2684640884399414,0,7.356696844100952,0.1679315567016601,True,True,True,True
2306.00194,0,amsart,11.091075658798218,0.173555850982666,0,11.576356649398804,0.1672687530517578,0,16.623079776763916,0.1716580390930175,0,7.370506525039673,0.1690475940704345,False,True,True,False
2306.02145,0,wlscirep,18.819615840911865,0.1695947647094726,0,21.066262245178223,0.1726858615875244,12,25.21176481246948,0.271836519241333,0,13.849246501922607,0.1669888496398925,False,True,True,False
2306.00706,0,article,6.564439535140991,0.1173489093780517,0,7.207083702087402,0.1703712940216064,0,6.711276531219482,0.1684298515319824,0,3.98909068107605,0.1682715415954589,True,True,True,True
