arxiv_id,2021_levenshtein,2021_hamming,2021_levenshtein_ratio,2021_levenshtein_normalised,2021_hamming_normalised,2021_levenshtein_cleaned,2021_levenshtein_cleaned_normalised,2021_op_uppercase,2021_op_lowercase,2021_op_movement,2021_op_whitespace,2021_insert_minus_delete,2021_chars_diff_nett,2021_chars_diff_uniq,2021_img_correct_order,2021_img_num_missing,2021_img_num_diff_size,2021_fonts_num,2021_fonts_uniq,2021_num_pages,2122_levenshtein,2122_hamming,2122_levenshtein_ratio,2122_levenshtein_normalised,2122_hamming_normalised,2122_levenshtein_cleaned,2122_levenshtein_cleaned_normalised,2122_op_uppercase,2122_op_lowercase,2122_op_movement,2122_op_whitespace,2122_insert_minus_delete,2122_chars_diff_nett,2122_chars_diff_uniq,2122_img_correct_order,2122_img_num_missing,2122_img_num_diff_size,2122_fonts_num,2122_fonts_uniq,2122_num_pages,2223_levenshtein,2223_hamming,2223_levenshtein_ratio,2223_levenshtein_normalised,2223_hamming_normalised,2223_levenshtein_cleaned,2223_levenshtein_cleaned_normalised,2223_op_uppercase,2223_op_lowercase,2223_op_movement,2223_op_whitespace,2223_insert_minus_delete,2223_chars_diff_nett,2223_chars_diff_uniq,2223_img_correct_order,2223_img_num_missing,2223_img_num_diff_size,2223_fonts_num,2223_fonts_uniq,2223_num_pages,2023_levenshtein,2023_hamming,2023_levenshtein_ratio,2023_levenshtein_normalised,2023_hamming_normalised,2023_levenshtein_cleaned,2023_levenshtein_cleaned_normalised,2023_op_uppercase,2023_op_lowercase,2023_op_movement,2023_op_whitespace,2023_insert_minus_delete,2023_chars_diff_nett,2023_chars_diff_uniq,2023_img_correct_order,2023_img_num_missing,2023_img_num_diff_size,2023_fonts_num,2023_fonts_uniq,2023_num_pages
2306.00717,5912.0,41205.0,0.930968285152961,0.8730949212209677,0.11550680461941354,4152.0,0.9108745116558623,1.0,6.0,364.0,2.0,4097.0,3555.0,78.0,True,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,5912.0,41205.0,0.930968285152961,0.8730949212209677,0.11550680461941354,4152.0,0.9108745116558623,1.0,6.0,364.0,2.0,4097.0,3555.0,78.0,True,0.0,0.0,0.0,2.0,-2.0
2306.00141,42.0,42.0,0.9995763780321751,0.9995763780321751,0.9995763780321751,42.0,0.9995763780321751,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,14.0,0.0,42.0,42.0,0.9995763780321751,0.9995763780321751,0.9995763780321751,42.0,0.9995763780321751,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,14.0,0.0
2306.00373,12.0,12.0,0.9994883601944231,0.9994883601944231,0.9994883601944231,12.0,0.9994883601944231,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.9994883601944231,0.9994883601944231,0.9994883601944231,12.0,0.9994883601944231,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,0.0,0.0,0.0,0.0,0.0
2306.00387,10.0,10.0,0.9997676525941588,0.9997676525941588,0.9997676525941588,10.0,0.9997676525941588,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.9997676525941588,0.9997676525941588,0.9997676525941588,10.0,0.9997676525941588,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0
2306.01403,14032.0,41426.0,0.8197239648682559,0.6948636541556126,0.09916061409994348,11088.0,0.7588831383464533,1.0,1.0,252.0,2.0,12272.0,10284.0,104.0,True,0.0,0.0,7.0,7.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,516.0,6162.0,0.9933462349692318,0.9887806575056531,0.8660201774221603,352.0,0.9923464950426161,1.0,1.0,35.0,2.0,6.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,14001.0,41444.0,0.8200637342232705,0.6955774917376936,0.09888676291528964,11239.0,0.7556314141589842,1.0,0.0,216.0,2.0,12278.0,10284.0,104.0,True,0.0,0.0,7.0,7.0,-2.0
2306.00916,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.15291,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.00743,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.01691,16774.0,61388.0,0.8510380678699428,0.7437049260481603,0.062033981175895314,8623.0,0.8682465468769098,6.0,8.0,2948.0,2.0,7012.0,5915.0,79.0,True,0.0,0.0,5.0,5.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,16774.0,61388.0,0.8510380678699428,0.7437049260481603,0.062033981175895314,8623.0,0.8682465468769098,6.0,8.0,2948.0,2.0,7012.0,5915.0,79.0,True,0.0,0.0,5.0,5.0,-1.0
2306.00327,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.09408,2036.0,56549.0,0.9826821442053605,0.9680175934652844,0.11170279610430411,302.0,0.9952560477536915,0.0,0.0,697.0,2.0,-168.0,11.0,22.0,True,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2036.0,56549.0,0.9826821442053605,0.9680175934652844,0.11170279610430411,302.0,0.9952560477536915,0.0,0.0,697.0,2.0,-168.0,11.0,22.0,True,0.0,0.0,3.0,5.0,0.0
2306.03763,6324.0,32531.0,0.9141408722708009,0.8418446456259691,0.18644025408893117,4759.0,0.8809833441704596,0.0,1.0,309.0,2.0,5408.0,4593.0,74.0,True,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,6324.0,32531.0,0.9141408722708009,0.8418446456259691,0.18644025408893117,4759.0,0.8809833441704596,0.0,1.0,309.0,2.0,5408.0,4593.0,74.0,True,0.0,0.0,1.0,1.0,-1.0
2306.00329,23.0,23.0,0.9995875327283813,0.9995875327283813,0.9995875327283813,23.0,0.9995875327283813,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,15.0,26567.0,0.9998654865352021,0.9997309996054661,0.5235644345611707,0.0,1.0,0.0,0.0,0.0,2.0,-11.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,38.0,26568.0,0.9994529785764888,0.9993185323338474,0.5235465012015351,23.0,0.9995875327283813,0.0,0.0,0.0,2.0,-11.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0
2306.00927,3835.0,44212.0,0.9603281794907976,0.925362967576194,0.13954303063329576,3254.0,0.9366704293332295,0.0,0.0,9.0,2.0,3550.0,3109.0,69.0,True,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,3835.0,44212.0,0.9603281794907976,0.925362967576194,0.13954303063329576,3254.0,0.9366704293332295,0.0,0.0,9.0,2.0,3550.0,3109.0,69.0,True,0.0,0.0,1.0,1.0,-1.0
2306.00123,8240.0,26483.0,0.8555739562450972,0.7476881621654725,0.1890807765325494,6800.0,0.7917814930491763,0.0,0.0,12.0,2.0,7951.0,6661.0,80.0,True,0.0,0.0,0.0,2.0,-3.0,8240.0,26483.0,0.8555739562450972,0.7476881621654725,0.1890807765325494,6800.0,0.7917814930491763,0.0,0.0,12.0,2.0,-7951.0,-6661.0,80.0,True,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.01402,7.0,7.0,0.9998496111373695,0.9998496111373695,0.9998496111373695,7.0,0.9998496111373695,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.9998496111373695,0.9998496111373695,0.9998496111373695,7.0,0.9998496111373695,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0
2306.00372,18249.0,67580.0,0.8633727936485432,0.7606939599779695,0.11379789661412576,11850.0,0.844606467518162,3.0,3.0,1738.0,2.0,11446.0,9971.0,89.0,True,0.0,0.0,1.0,5.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2.0,52339.0,0.99998688679369,0.9999737739312877,0.3136768948334645,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,18251.0,67623.0,0.8633605534762391,0.7606740099659062,0.11325727773406769,11850.0,0.8446105428796225,3.0,3.0,1738.0,2.0,11448.0,9971.0,89.0,True,0.0,0.0,1.0,5.0,-1.0
2306.01092,11001.0,33333.0,0.8280305747951102,0.7178579672232053,0.1451104100946372,7080.0,0.8184196353004539,11.0,9.0,1258.0,2.0,5504.0,4656.0,76.0,True,0.0,0.0,2.0,2.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,11001.0,33333.0,0.8280305747951102,0.7178579672232053,0.1451104100946372,7080.0,0.8184196353004539,11.0,9.0,1258.0,2.0,5504.0,4656.0,76.0,True,0.0,0.0,2.0,2.0,-1.0
2306.00147,9482.0,54283.0,0.9071083815724067,0.854024262577745,0.16431122606071802,7410.0,0.8859227784962128,11.0,5.0,282.0,4.0,5186.0,4697.0,73.0,True,0.0,0.0,0.0,2.0,0.0,9482.0,54283.0,0.9071083815724067,0.854024262577745,0.16431122606071802,7511.0,0.884367879795554,5.0,7.0,276.0,4.0,-5186.0,-4697.0,73.0,True,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.03399,2.0,3.0,0.9999697537958986,0.9999395075917973,0.9999092613876959,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.9999697537958986,0.9999395075917973,0.9999092613876959,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
2306.00178,210.0,236.0,0.9987534039334341,0.9987291981845688,0.998571860816944,208.0,0.9987413010590015,0.0,0.0,1.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,210.0,236.0,0.9987534039334341,0.9987291981845688,0.998571860816944,208.0,0.9987413010590015,0.0,0.0,1.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0
2306.00727,13.0,13.0,0.9998558246828143,0.9998558246828143,0.9998558246828143,13.0,0.9998558246828143,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.9998558246828143,0.9998558246828143,0.9998558246828143,13.0,0.9998558246828143,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0
2306.00343,6.0,6.0,0.9998412614424044,0.9998412614424044,0.9998412614424044,6.0,0.9998412614424044,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.9998412614424044,0.9998412614424044,0.9998412614424044,6.0,0.9998412614424044,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,0.0,0.0,0.0
